,units,date
6977,2.0,2018-01-30
6978,1.0,2018-01-16
6979,4.0,2018-01-31
6980,1.0,2018-01-18
6981,1.0,2018-01-14
6982,3.0,2018-01-24
6983,3.0,2018-01-31
6984,1.0,2018-01-25
6985,5.0,2018-01-25
6986,3.0,2018-01-30
6987,2.0,2018-01-22
6988,30.0,2018-01-31
6989,14.0,2018-01-29
6990,10.0,2018-01-31
6991,45.0,2018-01-31
6992,6.0,2018-01-31
6993,1.0,2018-01-12
6994,2.0,2018-01-28
6995,5.0,2018-01-30
6996,8.0,2018-01-29
6997,9.0,2018-01-29
6998,8.0,2018-01-29
6999,4.0,2018-01-31
7000,8.0,2018-01-28
7001,2.0,2018-01-31
7002,2.0,2018-01-18
7003,2.0,2018-01-23
7004,22.0,2018-01-31
7005,28.0,2018-01-31
7006,6.0,2018-01-30
7007,9.0,2018-01-31
7008,1.0,2018-01-13
7009,1.0,2018-01-08
7010,3.0,2018-01-31
7011,1.0,2018-01-14
7012,1.0,2018-01-15
7013,2.0,2018-01-19
7014,1.0,2018-01-02
7015,2.0,2018-01-22
7016,1.0,2018-01-18
7017,4.0,2018-01-23
7018,3.0,2018-01-31
7019,1.0,2018-01-26
7020,2.0,2018-01-12
7021,2.0,2018-01-08
7022,2.0,2018-01-24
7023,2.0,2018-01-30
7024,3.0,2018-01-27
7025,5.0,2018-01-30
7026,6.0,2018-01-27
7027,11.0,2018-01-31
7028,12.0,2018-01-31
7029,13.0,2018-01-31
7030,8.0,2018-01-30
7031,8.0,2018-01-31
7032,9.0,2018-01-31
7033,1.0,2018-01-09
7034,2.0,2018-01-29
7035,5.0,2018-01-31
7036,11.0,2018-01-31
7037,3.0,2018-01-29
7038,3.0,2018-01-28
7039,3.0,2018-01-28
7040,1.0,2018-01-14
7041,1.0,2018-01-17
7042,1.0,2018-01-27
7043,5.0,2018-01-24
7044,2.0,2018-01-08
7045,1.0,2018-01-24
7046,1.0,2018-01-28
7047,3.0,2018-01-28
7048,5.0,2018-01-22
7049,2.0,2018-01-12
7050,1.0,2018-01-09
7051,1.0,2018-01-31
7052,11.0,2018-01-25
7053,3.0,2018-01-25
7054,1.0,2018-01-05
7055,1.0,2018-01-14
7056,1.0,2018-01-30
7057,6.0,2018-01-22
7058,3.0,2018-01-25
7059,4.0,2018-01-22
7060,1.0,2018-01-02
7061,1.0,2018-01-13
7062,1.0,2018-01-20
7063,2.0,2018-01-22
7064,1.0,2018-01-19
7065,2.0,2018-01-06
7066,1.0,2018-01-11
7067,7.0,2018-01-31
7068,5.0,2018-01-31
7069,3.0,2018-01-14
7070,1.0,2018-01-17
7071,2.0,2018-01-19
7072,14.0,2018-01-31
7073,131.0,2018-01-31
7074,212.0,2018-01-31
7075,60.0,2018-01-31
7076,74.0,2018-01-31
7077,2.0,2018-01-31
7078,15.0,2018-01-30
7079,1.0,2018-01-29
7080,1.0,2018-01-29
7081,2.0,2018-01-31
7082,3.0,2018-01-21
7083,2.0,2018-01-28
7084,9.0,2018-01-31
7085,6.0,2018-01-31
7086,14.0,2018-01-31
7087,11.0,2018-01-31
7088,14.0,2018-01-30
7089,7.0,2018-01-30
7090,11.0,2018-01-31
7091,6.0,2018-01-31
7092,3.0,2018-01-31
7093,1.0,2018-01-30
7094,1.0,2018-01-30
7095,1.0,2018-01-14
7096,1.0,2018-01-29
7097,1.0,2018-01-11
7098,2.0,2018-01-08
7099,35.0,2018-01-31
7100,19.0,2018-01-31
7101,7.0,2018-01-29
7102,1.0,2018-01-08
7103,1.0,2018-01-28
7104,1.0,2018-01-01
7105,2.0,2018-01-27
7106,1.0,2018-01-20
7107,1.0,2018-01-06
7108,1.0,2018-01-08
7109,2.0,2018-01-11
7110,3.0,2018-01-28
7111,1.0,2018-01-30
7112,1.0,2018-01-24
7113,1.0,2018-01-23
7114,2.0,2018-01-26
7115,5.0,2018-01-31
7116,37.0,2018-01-31
7117,37.0,2018-01-31
7118,13.0,2018-01-25
7119,16.0,2018-01-31
7120,2.0,2018-01-25
7121,7.0,2018-01-30
7122,7.0,2018-01-25
7123,16.0,2018-01-30
7124,29.0,2018-01-31
7125,30.0,2018-01-31
7126,9.0,2018-01-13
7127,26.0,2018-01-31
7128,1.0,2018-01-21
7129,29.0,2018-01-30
7130,18.0,2018-01-31
7131,12.0,2018-01-30
7132,1.0,2018-01-14
7133,2.0,2018-01-22
7134,1.0,2018-01-24
7135,1.0,2018-01-24
7136,1.0,2018-01-31
7137,3.0,2018-01-23
7138,1.0,2018-01-09
7139,1.0,2018-01-03
7140,6.0,2018-01-22
7141,2.0,2018-01-14
7142,3.0,2018-01-12
7143,6.0,2018-01-26
7144,3.0,2018-01-25
7145,4.0,2018-01-30
7146,10.0,2018-01-31
7147,18.0,2018-01-31
7148,1.0,2018-01-16
7149,1.0,2018-01-19
7150,3.0,2018-01-30
7151,10.0,2018-01-31
7152,1.0,2018-01-14
7153,3.0,2018-01-12
7154,2.0,2018-01-31
7155,4.0,2018-01-17
7156,3.0,2018-01-30
7157,4.0,2018-01-25
7158,1.0,2018-01-05
7159,3.0,2018-01-28
7160,2.0,2018-01-30
7161,14.0,2018-01-31
7162,1.0,2018-01-20
7163,2.0,2018-01-30
7164,1.0,2018-01-27
7165,2.0,2018-01-21
7166,2.0,2018-01-30
7167,3.0,2018-01-23
7168,5.0,2018-01-27
7169,3.0,2018-01-18
7170,1.0,2018-01-30
7171,1.0,2018-01-06
7172,2.0,2018-01-31
7173,2.0,2018-01-31
7174,3.0,2018-01-31
7175,2.0,2018-01-26
7176,1.0,2018-01-17
7177,2.0,2018-01-16
7178,3.0,2018-01-23
7179,14.0,2018-01-27
7180,12.0,2018-01-31
7181,8.0,2018-01-30
7182,1.0,2018-01-10
7183,10.0,2018-01-31
7184,6.0,2018-01-28
7185,8.0,2018-01-31
7186,16.0,2018-01-31
7187,8.0,2018-01-30
7188,8.0,2018-01-31
7189,5.0,2018-01-31
7190,1.0,2018-01-22
7191,2.0,2018-01-31
7192,2.0,2018-01-31
7193,2.0,2018-01-30
7194,1.0,2018-01-24
7195,1.0,2018-01-22
7196,1.0,2018-01-21
7197,1.0,2018-01-21
7198,2.0,2018-01-30
7199,1.0,2018-01-23
7200,1.0,2018-01-31
7201,2.0,2018-01-20
7202,4.0,2018-01-31
7203,7.0,2018-01-31
7204,6.0,2018-01-31
7205,1.0,2018-01-31
7206,6.0,2018-01-26
7207,3.0,2018-01-31
7208,1.0,2018-01-02
7209,3.0,2018-01-30
7210,4.0,2018-01-30
7211,4.0,2018-01-29
7212,2.0,2018-01-26
7213,3.0,2018-01-31
7214,5.0,2018-01-31
7215,1.0,2018-01-29
7216,2.0,2018-01-22
7217,2.0,2018-01-27
7218,2.0,2018-01-15
7219,2.0,2018-01-30
7220,11.0,2018-01-31
7221,7.0,2018-01-28
7222,10.0,2018-01-31
7223,8.0,2018-01-30
7224,12.0,2018-01-31
7225,4.0,2018-01-31
7226,4.0,2018-01-30
7227,6.0,2018-01-29
7228,6.0,2018-01-25
7229,1.0,2018-01-30
7230,1.0,2018-01-18
7231,7.0,2018-01-31
7232,16.0,2018-01-30
7233,5.0,2018-01-30
7234,1.0,2018-01-30
7235,20.0,2018-01-30
7236,25.0,2018-01-31
7237,20.0,2018-01-31
7238,2.0,2018-01-30
7239,1.0,2018-01-31
7240,2.0,2018-01-09
7241,2.0,2018-01-23
7242,1.0,2018-01-24
7243,2.0,2018-01-31
7244,5.0,2018-01-24
7245,4.0,2018-01-17
7246,1.0,2018-01-08
7247,2.0,2018-01-28
7248,2.0,2018-01-24
7249,4.0,2018-01-27
7250,1.0,2018-01-18
7251,1.0,2018-01-23
7252,1.0,2018-01-12
7253,1.0,2018-01-31
7254,1.0,2018-01-22
7255,1.0,2018-01-06
7256,4.0,2018-01-27
7257,3.0,2018-01-31
7258,3.0,2018-01-31
7259,1.0,2018-01-23
7260,1.0,2018-01-31
7261,2.0,2018-01-24
7262,12.0,2018-01-31
7263,21.0,2018-01-31
7264,2.0,2018-01-05
7265,1.0,2018-01-01
7266,2.0,2018-01-30
7267,2.0,2018-01-16
7268,38.0,2018-01-31
7269,61.0,2018-01-31
7270,13.0,2018-01-31
7271,19.0,2018-01-30
7272,1.0,2018-01-28
7273,2.0,2018-01-31
7274,3.0,2018-01-31
7275,1.0,2018-01-17
7276,1.0,2018-01-31
7277,10.0,2018-01-02
7278,5.0,2018-01-02
7279,2.0,2018-01-30
7280,7.0,2018-01-31
7281,5.0,2018-01-31
7282,7.0,2018-01-30
7283,3.0,2018-01-23
7284,1.0,2018-01-31
7285,9.0,2018-01-31
7286,4.0,2018-01-21
7287,2.0,2018-01-30
7288,5.0,2018-01-31
7289,1.0,2018-01-25
7290,3.0,2018-01-30
7291,1.0,2018-01-21
7292,2.0,2018-01-25
7293,1.0,2018-01-16
7294,2.0,2018-01-25
7295,29.0,2018-01-31
7296,12.0,2018-01-31
7297,4.0,2018-01-31
7298,3.0,2018-01-27
7299,1.0,2018-01-15
7300,1.0,2018-01-18
7301,2.0,2018-01-04
7302,8.0,2018-01-19
7303,1.0,2018-01-22
7304,4.0,2018-01-19
7305,1.0,2018-01-31
7306,9.0,2018-01-23
7307,2.0,2018-01-28
7308,1.0,2018-01-08
7309,3.0,2018-01-14
7310,1.0,2018-01-12
7311,37.0,2018-01-31
7312,27.0,2018-01-31
7313,23.0,2018-01-31
7314,8.0,2018-01-31
7315,1.0,2018-01-20
7316,3.0,2018-01-09
7317,2.0,2018-01-08
7318,2.0,2018-01-31
7319,6.0,2018-01-31
7320,2.0,2018-01-31
7321,1.0,2018-01-27
7322,3.0,2018-01-18
7323,11.0,2018-01-24
7324,2.0,2018-01-30
7325,1.0,2018-01-11
7326,1.0,2018-01-29
7327,2.0,2018-01-26
7328,1.0,2018-01-11
7329,13.0,2018-01-23
7330,10.0,2018-01-30
7331,4.0,2018-01-22
7332,1.0,2018-01-03
7333,3.0,2018-01-30
7334,1.0,2018-01-24
7335,1.0,2018-01-23
7336,1.0,2018-01-19
7337,1.0,2018-01-02
7338,2.0,2018-01-21
7339,1.0,2018-01-30
7340,1.0,2018-01-16
7341,1.0,2018-01-25
7342,1.0,2018-01-29
7343,12.0,2018-01-25
7344,2.0,2018-01-31
7345,1.0,2018-01-30
7346,2.0,2018-01-18
7347,3.0,2018-01-30
7348,2.0,2018-01-30
7349,9.0,2018-01-30
7350,34.0,2018-01-30
7351,76.0,2018-01-31
7352,13.0,2018-01-31
7353,1.0,2018-01-08
7354,1.0,2018-01-08
7355,1.0,2018-01-11
7356,3.0,2018-01-20
7357,1.0,2018-01-25
7358,1.0,2018-01-05
7359,1.0,2018-01-09
7360,16.0,2018-01-31
7361,18.0,2018-01-31
7362,7.0,2018-01-30
7363,6.0,2018-01-30
7364,1.0,2018-01-19
7365,1.0,2018-01-03
7366,1.0,2018-01-09
7367,3.0,2018-01-25
7368,1.0,2018-01-06
7369,5.0,2018-01-24
7370,3.0,2018-01-28
7371,3.0,2018-01-11
7372,4.0,2018-01-11
7373,2.0,2018-01-11
7374,2.0,2018-01-11
7375,56.0,2018-01-31
7376,34.0,2018-01-31
7377,5.0,2018-01-29
7378,3.0,2018-01-29
7379,6.0,2018-01-26
7380,147.0,2018-01-31
7381,119.0,2018-01-31
7382,43.0,2018-01-31
7383,1.0,2018-01-13
7384,12.0,2018-01-29
7385,10.0,2018-01-30
7386,41.0,2018-01-30
7387,13.0,2018-01-31
7388,52.0,2018-01-31
7389,66.0,2018-01-31
7390,15.0,2018-01-31
7391,27.0,2018-01-31
7392,1.0,2018-01-27
7393,1.0,2018-01-25
7394,2.0,2018-01-18
7395,1.0,2018-01-31
7396,12.0,2018-01-30
7397,6.0,2018-01-31
7398,6.0,2018-01-22
7399,5.0,2018-01-24
7400,3.0,2018-01-23
7401,1.0,2018-01-12
7402,1.0,2018-01-09
7403,1.0,2018-01-18
7404,2.0,2018-01-23
7405,2.0,2018-01-14
7406,2.0,2018-01-30
7407,2.0,2018-01-25
7408,2.0,2018-01-26
7409,1.0,2018-01-19
7410,5.0,2018-01-29
7411,5.0,2018-01-30
7412,20.0,2018-01-25
7413,2.0,2018-01-14
7414,1.0,2018-01-29
7415,1.0,2018-01-23
7416,2.0,2018-01-28
7417,1.0,2018-01-25
7418,1.0,2018-01-15
7419,2.0,2018-01-15
7420,2.0,2018-01-28
7421,3.0,2018-01-28
7422,7.0,2018-01-22
7423,7.0,2018-01-30
7424,19.0,2018-01-30
7425,6.0,2018-01-30
7426,8.0,2018-01-30
7427,1.0,2018-01-21
7428,2.0,2018-01-17
7429,1.0,2018-01-25
7430,2.0,2018-01-30
7431,2.0,2018-01-24
7432,1.0,2018-01-11
7433,5.0,2018-01-31
7434,3.0,2018-01-24
7435,2.0,2018-01-05
7436,3.0,2018-01-23
7437,3.0,2018-01-19
7438,1.0,2018-01-26
7439,1.0,2018-01-17
7440,1.0,2018-01-11
7441,3.0,2018-01-28
7442,3.0,2018-01-22
7443,3.0,2018-01-25
7444,1.0,2018-01-19
7445,1.0,2018-01-02
7446,2.0,2018-01-27
7447,1.0,2018-01-17
7448,3.0,2018-01-28
7449,1.0,2018-01-29
7450,1.0,2018-01-13
7451,1.0,2018-01-31
7452,51.0,2018-01-31
7453,49.0,2018-01-31
7454,20.0,2018-01-31
7455,6.0,2018-01-24
7456,2.0,2018-01-16
7457,1.0,2018-01-11
7458,4.0,2018-01-25
7459,3.0,2018-01-26
7460,7.0,2018-01-30
7461,3.0,2018-01-27
7462,23.0,2018-01-31
7463,24.0,2018-01-30
7464,2.0,2018-01-17
7465,5.0,2018-01-27
7466,1.0,2018-01-26
7467,1.0,2018-01-23
7468,1.0,2018-01-09
7469,2.0,2018-01-27
7470,1.0,2018-01-16
7471,2.0,2018-01-31
7472,10.0,2018-01-31
7473,17.0,2018-01-31
7474,6.0,2018-01-31
7475,3.0,2018-01-22
7476,1.0,2018-01-06
7477,1.0,2018-01-30
7478,1.0,2018-01-30
7479,4.0,2018-01-23
7480,9.0,2018-01-24
7481,1.0,2018-01-04
7482,3.0,2018-01-23
7483,6.0,2018-01-29
7484,2.0,2018-01-28
7485,1.0,2018-01-08
7486,1.0,2018-01-23
7487,1.0,2018-01-30
7488,4.0,2018-01-11
7489,3.0,2018-01-31
7490,1.0,2018-01-30
7491,1.0,2018-01-30
7492,3.0,2018-01-24
7493,3.0,2018-01-31
7494,2.0,2018-01-26
7495,4.0,2018-01-29
7496,2.0,2018-01-19
7497,1.0,2018-01-03
7498,2.0,2018-01-31
7499,1.0,2018-01-17
7500,1.0,2018-01-24
7501,9.0,2018-01-25
7502,8.0,2018-01-25
7503,3.0,2018-01-31
7504,4.0,2018-01-22
7505,2.0,2018-01-31
7506,1.0,2018-01-23
7507,2.0,2018-01-31
7508,1.0,2018-01-28
7509,3.0,2018-01-31
7510,7.0,2018-01-29
7511,3.0,2018-01-16
7512,8.0,2018-01-31
7513,4.0,2018-01-21
7514,3.0,2018-01-12
7515,4.0,2018-01-28
7516,6.0,2018-01-30
7517,3.0,2018-01-31
7518,1.0,2018-01-18
7519,1.0,2018-01-22
7520,1.0,2018-01-19
7521,1.0,2018-01-04
7522,1.0,2018-01-23
7523,1.0,2018-01-22
7524,1.0,2018-01-24
7525,12.0,2018-01-31
7526,3.0,2018-01-31
7527,5.0,2018-01-27
7528,8.0,2018-01-30
7529,2.0,2018-01-26
7530,1.0,2018-01-28
7531,3.0,2018-01-22
7532,2.0,2018-01-31
7533,27.0,2018-01-31
7534,21.0,2018-01-31
7535,2.0,2018-01-17
7536,1.0,2018-01-19
7537,2.0,2018-01-30
7538,27.0,2018-01-31
7539,23.0,2018-01-31
7540,10.0,2018-01-31
7541,15.0,2018-01-31
7542,13.0,2018-01-25
7543,3.0,2018-01-30
7544,7.0,2018-01-30
7545,1.0,2018-01-26
7546,1.0,2018-01-20
7547,2.0,2018-01-15
7548,2.0,2018-01-30
7549,2.0,2018-01-24
7550,1.0,2018-01-26
7551,1.0,2018-01-15
7552,1.0,2018-01-15
7553,2.0,2018-01-23
7554,7.0,2018-01-30
7555,1.0,2018-01-05
7556,1.0,2018-01-03
7557,1.0,2018-01-31
7558,5.0,2018-01-10
7559,1.0,2018-01-31
7560,1.0,2018-01-29
7561,14.0,2018-01-29
7562,11.0,2018-01-31
7563,10.0,2018-01-29
7564,1.0,2018-01-08
7565,14.0,2018-01-31
7566,92.0,2018-01-31
7567,10.0,2018-01-14
7568,3.0,2018-01-17
7569,41.0,2018-01-31
7570,1.0,2018-01-10
7571,1.0,2018-01-23
7572,2.0,2018-01-31
7573,2.0,2018-01-24
7574,16.0,2018-01-31
7575,20.0,2018-01-31
7576,5.0,2018-01-31
7577,10.0,2018-01-29
7578,1.0,2018-01-01
7579,5.0,2018-01-31
7580,4.0,2018-01-29
7581,5.0,2018-01-21
7582,3.0,2018-01-17
7583,1.0,2018-01-10
7584,1.0,2018-01-15
7585,1.0,2018-01-28
7586,1.0,2018-01-24
7587,1.0,2018-01-08
7588,6.0,2018-01-31
7589,5.0,2018-01-31
7590,9.0,2018-01-30
7591,1.0,2018-01-19
7592,2.0,2018-01-16
7593,2.0,2018-01-16
7594,2.0,2018-01-30
7595,1.0,2018-01-14
7596,3.0,2018-01-31
7597,1.0,2018-01-28
7598,1.0,2018-01-12
7599,7.0,2018-01-24
7600,4.0,2018-01-24
7601,1.0,2018-01-24
7602,2.0,2018-01-26
7603,3.0,2018-01-25
7604,1.0,2018-01-30
7605,3.0,2018-01-31
7606,3.0,2018-01-30
7607,6.0,2018-01-21
7608,9.0,2018-01-28
7609,4.0,2018-01-31
7610,3.0,2018-01-31
7611,1.0,2018-01-18
7612,2.0,2018-01-30
7613,3.0,2018-01-28
7614,1.0,2018-01-28
7615,1.0,2018-01-22
7616,1.0,2018-01-16
7617,1.0,2018-01-26
7618,21.0,2018-01-28
7619,203.0,2018-01-31
7620,222.0,2018-01-31
7621,7.0,2018-01-25
7622,121.0,2018-01-31
7623,2.0,2018-01-28
7624,4.0,2018-01-30
7625,4.0,2018-01-28
7626,4.0,2018-01-28
7627,8.0,2018-01-27
7628,9.0,2018-01-31
7629,6.0,2018-01-28
7630,3.0,2018-01-24
7631,11.0,2018-01-31
7632,8.0,2018-01-30
7633,5.0,2018-01-14
7634,3.0,2018-01-31
7635,5.0,2018-01-31
7636,2.0,2018-01-27
7637,1.0,2018-01-31
7638,5.0,2018-01-08
7639,21.0,2018-01-27
7640,14.0,2018-01-30
7641,18.0,2018-01-27
7642,1.0,2018-01-23
7643,1.0,2018-01-02
7644,16.0,2018-01-30
7645,6.0,2018-01-30
7646,1.0,2018-01-07
7647,3.0,2018-01-26
7648,1.0,2018-01-12
7649,1.0,2018-01-06
7650,1.0,2018-01-28
7651,3.0,2018-01-28
7652,6.0,2018-01-31
7653,1.0,2018-01-11
7654,3.0,2018-01-16
7655,2.0,2018-01-23
7656,1.0,2018-01-28
7657,3.0,2018-01-31
7658,1.0,2018-01-05
7659,2.0,2018-01-30
7660,1.0,2018-01-18
7661,1.0,2018-01-16
7662,2.0,2018-01-26
7663,3.0,2018-01-23
7664,2.0,2018-01-17
7665,2.0,2018-01-30
7666,1.0,2018-01-21
7667,1.0,2018-01-28
7668,7.0,2018-01-28
7669,6.0,2018-01-31
7670,1.0,2018-01-16
7671,2.0,2018-01-10
7672,9.0,2018-01-31
7673,14.0,2018-01-31
7674,3.0,2018-01-30
7675,1.0,2018-01-05
7676,1.0,2018-01-07
7677,2.0,2018-01-24
7678,2.0,2018-01-17
7679,1.0,2018-01-14
7680,2.0,2018-01-24
7681,3.0,2018-01-30
7682,7.0,2018-01-30
7683,10.0,2018-01-30
7684,2.0,2018-01-30
7685,1.0,2018-01-09
7686,3.0,2018-01-12
7687,66.0,2018-01-28
7688,65.0,2018-01-31
7689,14.0,2018-01-31
7690,23.0,2018-01-28
7691,2.0,2018-01-13
7692,2.0,2018-01-14
7693,5.0,2018-01-21
7694,4.0,2018-01-27
7695,3.0,2018-01-31
7696,1.0,2018-01-24
7697,1.0,2018-01-17
7698,1.0,2018-01-31
7699,2.0,2018-01-13
7700,2.0,2018-01-12
7701,3.0,2018-01-22
7702,7.0,2018-01-28
7703,1.0,2018-01-19
7704,3.0,2018-01-23
7705,1.0,2018-01-31
7706,1.0,2018-01-31
7707,2.0,2018-01-26
7708,4.0,2018-01-31
7709,3.0,2018-01-24
7710,3.0,2018-01-31
7711,4.0,2018-01-27
7712,5.0,2018-01-30
7713,3.0,2018-01-29
7714,1.0,2018-01-02
7715,223.0,2018-01-31
7716,102.0,2018-01-31
7717,5.0,2018-01-31
7718,16.0,2018-01-29
7719,2.0,2018-01-29
7720,3.0,2018-01-22
7721,7.0,2018-01-30
7722,1.0,2018-01-05
7723,5.0,2018-01-28
7724,5.0,2018-01-30
7725,7.0,2018-01-30
7726,1.0,2018-01-18
7727,2.0,2018-01-18
7728,3.0,2018-01-17
7729,3.0,2018-01-31
7730,2.0,2018-01-31
7731,1.0,2018-01-17
7732,4.0,2018-01-25
7733,6.0,2018-01-21
7734,4.0,2018-01-22
7735,1.0,2018-01-13
7736,9.0,2018-01-31
7737,4.0,2018-01-30
7738,1.0,2018-01-21
7739,1.0,2018-01-28
7740,2.0,2018-01-05
7741,19.0,2018-01-31
7742,162.0,2018-01-31
7743,148.0,2018-01-31
7744,22.0,2018-01-31
7745,66.0,2018-01-31
7746,6.0,2018-01-30
7747,1.0,2018-01-14
7748,2.0,2018-01-12
7749,1.0,2018-01-18
7750,5.0,2018-01-23
7751,4.0,2018-01-23
7752,1.0,2018-01-28
7753,1.0,2018-01-07
7754,1.0,2018-01-23
7755,1.0,2018-01-25
7756,5.0,2018-01-30
7757,1.0,2018-01-10
7758,1.0,2018-01-10
7759,2.0,2018-01-21
7760,1.0,2018-01-19
7761,1.0,2018-01-29
7762,3.0,2018-01-16
7763,3.0,2018-01-28
7764,1.0,2018-01-29
7765,4.0,2018-01-23
7766,3.0,2018-01-18
7767,7.0,2018-01-30
7768,1.0,2018-01-11
7769,1.0,2018-01-05
7770,1.0,2018-01-08
7771,2.0,2018-01-05
7772,1.0,2018-01-10
7773,2.0,2018-01-13
7774,4.0,2018-01-27
7775,2.0,2018-01-24
7776,2.0,2018-01-10
7777,1.0,2018-01-19
7778,2.0,2018-01-29
7779,1.0,2018-01-31
7780,1.0,2018-01-14
7781,2.0,2018-01-27
7782,2.0,2018-01-30
7783,1.0,2018-01-31
7784,1.0,2018-01-12
7785,1.0,2018-01-07
7786,2.0,2018-01-31
7787,4.0,2018-01-28
7788,9.0,2018-01-28
7789,1.0,2018-01-31
7790,1.0,2018-01-04
7791,7.0,2018-01-29
7792,1.0,2018-01-22
7793,5.0,2018-01-29
7794,4.0,2018-01-30
7795,1.0,2018-01-27
7796,1.0,2018-01-31
7797,1.0,2018-01-30
7798,1.0,2018-01-30
7799,4.0,2018-01-30
7800,1.0,2018-01-19
7801,8.0,2018-01-31
7802,29.0,2018-01-30
7803,359.0,2018-01-31
7804,280.0,2018-01-31
7805,43.0,2018-01-31
7806,132.0,2018-01-31
7807,7.0,2018-01-26
7808,1.0,2018-01-09
7809,1.0,2018-01-29
7810,2.0,2018-01-15
7811,3.0,2018-01-22
7812,3.0,2018-01-31
7813,15.0,2018-01-31
7814,8.0,2018-01-31
7815,1.0,2018-01-03
7816,5.0,2018-01-31
7817,42.0,2018-01-29
7818,29.0,2018-01-31
7819,1.0,2018-01-31
7820,8.0,2018-01-29
7821,5.0,2018-01-28
7822,2.0,2018-01-28
7823,1.0,2018-01-11
7824,55.0,2018-01-31
7825,71.0,2018-01-31
7826,29.0,2018-01-31
7827,19.0,2018-01-31
7828,7.0,2018-01-27
7829,1.0,2018-01-09
7830,1.0,2018-01-26
7831,1.0,2018-01-29
7832,2.0,2018-01-29
7833,3.0,2018-01-31
7834,3.0,2018-01-30
7835,2.0,2018-01-27
7836,3.0,2018-01-30
7837,1.0,2018-01-29
7838,1.0,2018-01-25
7839,1.0,2018-01-28
7840,3.0,2018-01-22
7841,6.0,2018-01-21
7842,8.0,2018-01-23
7843,16.0,2018-01-23
7844,12.0,2018-01-24
7845,6.0,2018-01-24
7846,3.0,2018-01-23
7847,4.0,2018-01-11
7848,2.0,2018-01-30
7849,6.0,2018-01-16
7850,5.0,2018-01-30
7851,1.0,2018-01-23
7852,21.0,2018-01-29
7853,11.0,2018-01-30
7854,1.0,2018-01-15
7855,2.0,2018-01-31
7856,1.0,2018-01-21
7857,5.0,2018-01-29
7858,35.0,2018-01-27
7859,4.0,2018-01-21
7860,3.0,2018-01-11
7861,2.0,2018-01-12
7862,4.0,2018-01-31
7863,1.0,2018-01-17
7864,1.0,2018-01-16
7865,1.0,2018-01-30
7866,1.0,2018-01-05
7867,1.0,2018-01-25
7868,1.0,2018-01-29
7869,2.0,2018-01-23
7870,1.0,2018-01-02
7871,3.0,2018-01-28
7872,2.0,2018-01-31
7873,1.0,2018-01-16
7874,1.0,2018-01-11
7875,2.0,2018-01-15
7876,1.0,2018-01-01
7877,1.0,2018-01-31
7878,1.0,2018-01-20
7879,2.0,2018-01-31
7880,3.0,2018-01-21
7881,2.0,2018-01-15
7882,1.0,2018-01-13
7883,1.0,2018-01-14
7884,2.0,2018-01-29
7885,3.0,2018-01-24
7886,1.0,2018-01-24
7887,1.0,2018-01-21
7888,5.0,2018-01-19
7889,1.0,2018-01-28
7890,1.0,2018-01-03
7891,1.0,2018-01-30
7892,1.0,2018-01-12
7893,1.0,2018-01-11
7894,1.0,2018-01-29
7895,4.0,2018-01-15
7896,3.0,2018-01-11
7897,27.0,2018-01-30
7898,33.0,2018-01-31
7899,11.0,2018-01-30
7900,7.0,2018-01-31
7901,5.0,2018-01-09
7902,11.0,2018-01-28
7903,12.0,2018-01-31
7904,1.0,2018-01-31
7905,1.0,2018-01-31
7906,1.0,2018-01-31
7907,1.0,2018-01-02
7908,2.0,2018-01-07
7909,35.0,2018-01-31
7910,17.0,2018-01-31
7911,3.0,2018-01-26
7912,2.0,2018-01-14
7913,3.0,2018-01-14
7914,4.0,2018-01-26
7915,29.0,2018-01-30
7916,39.0,2018-01-31
7917,8.0,2018-01-26
7918,16.0,2018-01-26
7919,1.0,2018-01-17
7920,3.0,2018-01-31
7921,2.0,2018-01-26
7922,2.0,2018-01-31
7923,1.0,2018-01-18
7924,1.0,2018-01-29
7925,2.0,2018-01-10
7926,2.0,2018-01-26
7927,2.0,2018-01-13
7928,1.0,2018-01-08
7929,4.0,2018-01-31
7930,1.0,2018-01-18
7931,4.0,2018-01-26
7932,6.0,2018-01-26
7933,1.0,2018-01-03
7934,35.0,2018-01-30
7935,7.0,2018-01-31
7936,2.0,2018-01-28
7937,1.0,2018-01-28
7938,2.0,2018-01-31
7939,2.0,2018-01-30
7940,1.0,2018-01-21
7941,3.0,2018-01-31
7942,1.0,2018-01-23
7943,1.0,2018-01-01
7944,1.0,2018-01-06
7945,1.0,2018-01-07
7946,1.0,2018-01-11
7947,1.0,2018-01-31
7948,1.0,2018-01-31
7949,1.0,2018-01-31
7950,1.0,2018-01-28
7951,1.0,2018-01-28
7952,2.0,2018-01-29
7953,6.0,2018-01-29
7954,1.0,2018-01-10
7955,2.0,2018-01-30
7956,24.0,2018-01-24
7957,2.0,2018-01-22
7958,1.0,2018-01-09
7959,2.0,2018-01-26
7960,1.0,2018-01-29
7961,4.0,2018-01-29
7962,8.0,2018-01-31
7963,7.0,2018-01-22
7964,6.0,2018-01-31
7965,3.0,2018-01-28
7966,1.0,2018-01-23
7967,3.0,2018-01-22
7968,5.0,2018-01-22
7969,4.0,2018-01-27
7970,7.0,2018-01-29
7971,6.0,2018-01-31
7972,5.0,2018-01-31
7973,6.0,2018-01-31
7974,2.0,2018-01-31
7975,1.0,2018-01-05
